,source,target,source name,target name,value,type,source layer,target layer
1890,156,497,P06310,R-HSA-166663,0.0004714307375252247,0,0,1
1891,156,497,P06310,R-HSA-166663,0.002320701815187931,1,0,1
1892,156,954,P06310,R-HSA-198933,0.0004714307375252247,0,0,1
1893,156,954,P06310,R-HSA-198933,0.002320701815187931,1,0,1
1894,156,539,P06310,R-HSA-2029481,0.0004714307375252247,0,0,1
1895,156,539,P06310,R-HSA-2029481,0.002320701815187931,1,0,1
1896,156,540,P06310,R-HSA-2029482,0.0004714307375252247,0,0,1
1897,156,540,P06310,R-HSA-2029482,0.002320701815187931,1,0,1
1898,156,541,P06310,R-HSA-2029485,0.0004714307375252247,0,0,1
1899,156,541,P06310,R-HSA-2029485,0.002320701815187931,1,0,1
1900,156,976,P06310,R-HSA-2168880,0.0004714307375252247,0,0,1
1901,156,976,P06310,R-HSA-2168880,0.002320701815187931,1,0,1
1902,156,577,P06310,R-HSA-2730905,0.0004714307375252247,0,0,1
1903,156,577,P06310,R-HSA-2730905,0.002320701815187931,1,0,1
1904,156,578,P06310,R-HSA-2871796,0.0004714307375252247,0,0,1
1905,156,578,P06310,R-HSA-2871796,0.002320701815187931,1,0,1
1906,156,579,P06310,R-HSA-2871809,0.0004714307375252247,0,0,1
1907,156,579,P06310,R-HSA-2871809,0.002320701815187931,1,0,1
1908,156,580,P06310,R-HSA-2871837,0.0004714307375252247,0,0,1
1909,156,580,P06310,R-HSA-2871837,0.002320701815187931,1,0,1
1910,156,721,P06310,R-HSA-5690714,0.0004714307375252247,0,0,1
1911,156,721,P06310,R-HSA-5690714,0.002320701815187931,1,0,1
1912,156,861,P06310,R-HSA-9664407,0.0004714307375252247,0,0,1
1913,156,861,P06310,R-HSA-9664407,0.002320701815187931,1,0,1
1914,156,863,P06310,R-HSA-9664433,0.0004714307375252247,0,0,1
1915,156,863,P06310,R-HSA-9664433,0.002320701815187931,1,0,1
1916,156,873,P06310,R-HSA-9679191,0.0004714307375252247,0,0,1
1917,156,873,P06310,R-HSA-9679191,0.002320701815187931,1,0,1
1918,156,888,P06310,R-HSA-977606,0.0004714307375252247,0,0,1
1919,156,888,P06310,R-HSA-977606,0.002320701815187931,1,0,1
1920,156,892,P06310,R-HSA-983695,0.0004714307375252247,0,0,1
1921,156,892,P06310,R-HSA-983695,0.002320701815187931,1,0,1
1922,157,497,P06312,R-HSA-166663,0.0027985832653939723,0,0,1
1923,157,497,P06312,R-HSA-166663,0.010068721673451363,1,0,1
1924,157,954,P06312,R-HSA-198933,0.0027985832653939723,0,0,1
1925,157,954,P06312,R-HSA-198933,0.010068721673451363,1,0,1
1926,157,539,P06312,R-HSA-2029481,0.0027985832653939723,0,0,1
1927,157,539,P06312,R-HSA-2029481,0.010068721673451363,1,0,1
1928,157,540,P06312,R-HSA-2029482,0.0027985832653939723,0,0,1
1929,157,540,P06312,R-HSA-2029482,0.010068721673451363,1,0,1
1930,157,541,P06312,R-HSA-2029485,0.0027985832653939723,0,0,1
1931,157,541,P06312,R-HSA-2029485,0.010068721673451363,1,0,1
1932,157,976,P06312,R-HSA-2168880,0.0027985832653939723,0,0,1
1933,157,976,P06312,R-HSA-2168880,0.010068721673451363,1,0,1
1934,157,577,P06312,R-HSA-2730905,0.0027985832653939723,0,0,1
1935,157,577,P06312,R-HSA-2730905,0.010068721673451363,1,0,1
1936,157,578,P06312,R-HSA-2871796,0.0027985832653939723,0,0,1
1937,157,578,P06312,R-HSA-2871796,0.010068721673451363,1,0,1
1938,157,579,P06312,R-HSA-2871809,0.0027985832653939723,0,0,1
1939,157,579,P06312,R-HSA-2871809,0.010068721673451363,1,0,1
1940,157,580,P06312,R-HSA-2871837,0.0027985832653939723,0,0,1
1941,157,580,P06312,R-HSA-2871837,0.010068721673451363,1,0,1
1942,157,721,P06312,R-HSA-5690714,0.0027985832653939723,0,0,1
1943,157,721,P06312,R-HSA-5690714,0.010068721673451363,1,0,1
1944,157,861,P06312,R-HSA-9664407,0.0027985832653939723,0,0,1
1945,157,861,P06312,R-HSA-9664407,0.010068721673451363,1,0,1
1946,157,863,P06312,R-HSA-9664433,0.0027985832653939723,0,0,1
1947,157,863,P06312,R-HSA-9664433,0.010068721673451363,1,0,1
1948,157,873,P06312,R-HSA-9679191,0.0027985832653939723,0,0,1
1949,157,873,P06312,R-HSA-9679191,0.010068721673451363,1,0,1
1950,157,888,P06312,R-HSA-977606,0.0027985832653939723,0,0,1
1951,157,888,P06312,R-HSA-977606,0.010068721673451363,1,0,1
1952,157,892,P06312,R-HSA-983695,0.0027985832653939723,0,0,1
1953,157,892,P06312,R-HSA-983695,0.010068721673451363,1,0,1
1954,158,497,P06331,R-HSA-166663,0.008281481359153986,0,0,1
1955,158,497,P06331,R-HSA-166663,0.03129696967080235,1,0,1
1956,158,954,P06331,R-HSA-198933,0.008281481359153986,0,0,1
1957,158,954,P06331,R-HSA-198933,0.03129696967080235,1,0,1
1958,158,539,P06331,R-HSA-2029481,0.008281481359153986,0,0,1
1959,158,539,P06331,R-HSA-2029481,0.03129696967080235,1,0,1
1960,158,540,P06331,R-HSA-2029482,0.008281481359153986,0,0,1
1961,158,540,P06331,R-HSA-2029482,0.03129696967080235,1,0,1
1962,158,541,P06331,R-HSA-2029485,0.008281481359153986,0,0,1
1963,158,541,P06331,R-HSA-2029485,0.03129696967080235,1,0,1
1964,158,976,P06331,R-HSA-2168880,0.008281481359153986,0,0,1
1965,158,976,P06331,R-HSA-2168880,0.03129696967080235,1,0,1
1966,158,577,P06331,R-HSA-2730905,0.008281481359153986,0,0,1
1967,158,577,P06331,R-HSA-2730905,0.03129696967080235,1,0,1
1968,158,578,P06331,R-HSA-2871796,0.008281481359153986,0,0,1
1969,158,578,P06331,R-HSA-2871796,0.03129696967080235,1,0,1
1970,158,579,P06331,R-HSA-2871809,0.008281481359153986,0,0,1
1971,158,579,P06331,R-HSA-2871809,0.03129696967080235,1,0,1
1972,158,580,P06331,R-HSA-2871837,0.008281481359153986,0,0,1
1973,158,580,P06331,R-HSA-2871837,0.03129696967080235,1,0,1
1974,158,721,P06331,R-HSA-5690714,0.008281481359153986,0,0,1
1975,158,721,P06331,R-HSA-5690714,0.03129696967080235,1,0,1
1976,158,861,P06331,R-HSA-9664407,0.008281481359153986,0,0,1
1977,158,861,P06331,R-HSA-9664407,0.03129696967080235,1,0,1
1978,158,863,P06331,R-HSA-9664433,0.008281481359153986,0,0,1
1979,158,863,P06331,R-HSA-9664433,0.03129696967080235,1,0,1
1980,158,873,P06331,R-HSA-9679191,0.008281481359153986,0,0,1
1981,158,873,P06331,R-HSA-9679191,0.03129696967080235,1,0,1
1982,158,888,P06331,R-HSA-977606,0.008281481359153986,0,0,1
1983,158,888,P06331,R-HSA-977606,0.03129696967080235,1,0,1
1984,158,892,P06331,R-HSA-983695,0.008281481359153986,0,0,1
1985,158,892,P06331,R-HSA-983695,0.03129696967080235,1,0,1
1986,159,450,P06396,R-HSA-111465,0.024901446979492904,0,0,1
1987,159,450,P06396,R-HSA-111465,0.06220836266875267,1,0,1
1988,159,1085,P06396,R-HSA-6798695,0.024901446979492904,0,0,1
1989,159,1085,P06396,R-HSA-6798695,0.06220836266875267,1,0,1
1990,159,1160,P06396,R-HSA-9662361,0.024901446979492904,0,0,1
1991,159,1160,P06396,R-HSA-9662361,0.06220836266875267,1,0,1
1992,159,1291,P06396,R-HSA-977225,0.024901446979492904,0,0,1
1993,159,1291,P06396,R-HSA-977225,0.06220836266875267,1,0,1
1994,160,497,P06681,R-HSA-166663,9.549468486511615e-05,0,0,1
1995,160,497,P06681,R-HSA-166663,0.001021853310521692,1,0,1
1996,160,509,P06681,R-HSA-174577,9.549468486511615e-05,0,0,1
1997,160,509,P06681,R-HSA-174577,0.001021853310521692,1,0,1
1998,160,888,P06681,R-HSA-977606,9.549468486511615e-05,0,0,1
1999,160,888,P06681,R-HSA-977606,0.001021853310521692,1,0,1
2000,161,459,P06702,R-HSA-1236975,0.0006150518463982734,0,0,1
2001,161,459,P06702,R-HSA-1236975,0.0008694767209817655,1,0,1
2002,161,494,P06702,R-HSA-166016,0.0006150518463982734,0,0,1
2003,161,494,P06702,R-HSA-166016,0.0008694767209817655,1,0,1
2004,161,511,P06702,R-HSA-181438,0.0006150518463982734,0,0,1
2005,161,511,P06702,R-HSA-181438,0.0008694767209817655,1,0,1
2006,161,523,P06702,R-HSA-195258,0.0006150518463982734,0,0,1
2007,161,523,P06702,R-HSA-195258,0.0008694767209817655,1,0,1
2008,161,682,P06702,R-HSA-5602498,0.0006150518463982734,0,0,1
2009,161,682,P06702,R-HSA-5602498,0.0008694767209817655,1,0,1
2010,161,683,P06702,R-HSA-5603041,0.0006150518463982734,0,0,1
2011,161,683,P06702,R-HSA-5603041,0.0008694767209817655,1,0,1
2012,161,713,P06702,R-HSA-5686938,0.0006150518463982734,0,0,1
2013,161,713,P06702,R-HSA-5686938,0.0008694767209817655,1,0,1
2014,161,1085,P06702,R-HSA-6798695,0.0006150518463982734,0,0,1
2015,161,1085,P06702,R-HSA-6798695,0.0008694767209817655,1,0,1
2016,161,735,P06702,R-HSA-6799990,0.0006150518463982734,0,0,1
2017,161,735,P06702,R-HSA-6799990,0.0008694767209817655,1,0,1
2018,162,813,P06727,R-HSA-8963888,0.025786683522164823,0,0,1
2019,162,813,P06727,R-HSA-8963888,0.003661700966767967,1,0,1
2020,162,814,P06727,R-HSA-8963889,0.025786683522164823,0,0,1
2021,162,814,P06727,R-HSA-8963889,0.003661700966767967,1,0,1
2022,162,816,P06727,R-HSA-8963901,0.025786683522164823,0,0,1
2023,162,816,P06727,R-HSA-8963901,0.003661700966767967,1,0,1
2024,162,1173,P06727,R-HSA-975634,0.025786683522164823,0,0,1
2025,162,1173,P06727,R-HSA-975634,0.003661700966767967,1,0,1
2026,162,1291,P06727,R-HSA-977225,0.025786683522164823,0,0,1
2027,162,1291,P06727,R-HSA-977225,0.003661700966767967,1,0,1
2028,163,758,P06733,R-HSA-70171,0.0042655483121052384,0,0,1
2029,163,758,P06733,R-HSA-70171,0.0007031443266896531,1,0,1
2030,163,760,P06733,R-HSA-70263,0.0042655483121052384,0,0,1
2031,163,760,P06733,R-HSA-70263,0.0007031443266896531,1,0,1
2032,163,851,P06733,R-HSA-9637690,0.0042655483121052384,0,0,1
2033,163,851,P06733,R-HSA-9637690,0.0007031443266896531,1,0,1
2034,164,1085,P06737,R-HSA-6798695,0.0,0,0,1
2035,164,1085,P06737,R-HSA-6798695,0.0,1,0,1
2036,164,759,P06737,R-HSA-70221,0.0,0,0,1
2037,164,759,P06737,R-HSA-70221,0.0,1,0,1
2038,165,607,P06744,R-HSA-3700989,0.0,0,0,1
2039,165,607,P06744,R-HSA-3700989,0.0,1,0,1
2040,165,1085,P06744,R-HSA-6798695,0.0,0,0,1
2041,165,1085,P06744,R-HSA-6798695,0.0,1,0,1
2042,165,758,P06744,R-HSA-70171,0.0,0,0,1
2043,165,758,P06744,R-HSA-70171,0.0,1,0,1
2044,165,760,P06744,R-HSA-70263,0.0,0,0,1
2045,165,760,P06744,R-HSA-70263,0.0,1,0,1
2046,166,1229,P06753,R-HSA-390522,0.012337145599303767,0,0,1
2047,166,1229,P06753,R-HSA-390522,0.008806033356813714,1,0,1
2048,166,1233,P06753,R-HSA-445355,0.012337145599303767,0,0,1
2049,166,1233,P06753,R-HSA-445355,0.008806033356813714,1,0,1
2050,166,827,P06753,R-HSA-9012999,0.012337145599303767,0,0,1
2051,166,827,P06753,R-HSA-9012999,0.008806033356813714,1,0,1
2052,166,881,P06753,R-HSA-9725370,0.012337145599303767,0,0,1
2053,166,881,P06753,R-HSA-9725370,0.008806033356813714,1,0,1
2054,167,489,P07148,R-HSA-163560,0.0,0,0,1
2055,167,489,P07148,R-HSA-163560,0.0,1,0,1
2056,167,947,P07148,R-HSA-189483,0.0,0,0,1
2057,167,947,P07148,R-HSA-189483,0.0,1,0,1
2058,167,532,P07148,R-HSA-1989781,0.0,0,0,1
2059,167,532,P07148,R-HSA-1989781,0.0,1,0,1
2060,167,877,P07148,R-HSA-9707564,0.0,0,0,1
2061,167,877,P07148,R-HSA-9707564,0.0,1,0,1
2062,168,761,P07195,R-HSA-70268,0.0018972194811794907,0,0,1
2063,168,761,P07195,R-HSA-70268,0.00015611554372298996,1,0,1
2064,169,453,P07225,R-HSA-114608,0.002637506788596511,0,0,1
2065,169,453,P07225,R-HSA-114608,0.0004977701348252595,1,0,1
2066,169,911,P07225,R-HSA-140837,0.002637506788596511,0,0,1
2067,169,911,P07225,R-HSA-140837,0.0004977701348252595,1,0,1
2068,169,912,P07225,R-HSA-140875,0.002637506788596511,0,0,1
2069,169,912,P07225,R-HSA-140875,0.0004977701348252595,1,0,1
2070,169,484,P07225,R-HSA-159854,0.002637506788596511,0,0,1
2071,169,484,P07225,R-HSA-159854,0.0004977701348252595,1,0,1
2072,169,888,P07225,R-HSA-977606,0.002637506788596511,0,0,1
2073,169,888,P07225,R-HSA-977606,0.0004977701348252595,1,0,1
2074,170,596,P07237,R-HSA-3299685,0.009561873693019151,0,0,1
2075,170,596,P07237,R-HSA-3299685,0.019666347838938236,1,0,1
2076,170,1227,P07237,R-HSA-381426,0.009561873693019151,0,0,1
2077,170,1227,P07237,R-HSA-381426,0.019666347838938236,1,0,1
2078,170,656,P07237,R-HSA-447115,0.009561873693019151,0,0,1
2079,170,656,P07237,R-HSA-447115,0.019666347838938236,1,0,1
2080,170,1051,P07237,R-HSA-5358346,0.009561873693019151,0,0,1
2081,170,1051,P07237,R-HSA-5358346,0.019666347838938236,1,0,1
2082,170,794,P07237,R-HSA-8866423,0.009561873693019151,0,0,1
2083,170,794,P07237,R-HSA-8866423,0.019666347838938236,1,0,1
2084,170,1128,P07237,R-HSA-8957275,0.009561873693019151,0,0,1
2085,170,1128,P07237,R-HSA-8957275,0.019666347838938236,1,0,1
2086,170,813,P07237,R-HSA-8963888,0.009561873693019151,0,0,1
2087,170,813,P07237,R-HSA-8963888,0.019666347838938236,1,0,1
2088,170,820,P07237,R-HSA-8964041,0.009561873693019151,0,0,1
2089,170,820,P07237,R-HSA-8964041,0.019666347838938236,1,0,1
2090,171,975,P07327,R-HSA-2161541,0.021456922590732574,0,0,1
2091,171,975,P07327,R-HSA-2161541,0.06070213168859482,1,0,1
2092,171,674,P07327,R-HSA-5365859,0.021456922590732574,0,0,1
2093,171,674,P07327,R-HSA-5365859,0.06070213168859482,1,0,1
2094,171,768,P07327,R-HSA-71384,0.021456922590732574,0,0,1
2095,171,768,P07327,R-HSA-71384,0.06070213168859482,1,0,1
2096,172,657,P07333,R-HSA-449836,0.04331482574343681,0,0,1
2097,172,657,P07333,R-HSA-449836,0.04114493075758219,1,0,1
2098,172,788,P07333,R-HSA-8853884,0.04331482574343681,0,0,1
2099,172,788,P07333,R-HSA-8853884,0.04114493075758219,1,0,1
2100,173,914,P07339,R-HSA-1442490,0.0026435416424646974,0,0,1
2101,173,914,P07339,R-HSA-1442490,0.006208936008624733,1,0,1
2102,173,960,P07339,R-HSA-2022377,0.0026435416424646974,0,0,1
2103,173,960,P07339,R-HSA-2022377,0.006208936008624733,1,0,1
2104,173,972,P07339,R-HSA-2132295,0.0026435416424646974,0,0,1
2105,173,972,P07339,R-HSA-2132295,0.006208936008624733,1,0,1
2106,173,1085,P07339,R-HSA-6798695,0.0026435416424646974,0,0,1
2107,173,1085,P07339,R-HSA-6798695,0.006208936008624733,1,0,1
2108,173,830,P07339,R-HSA-9018519,0.0026435416424646974,0,0,1
2109,173,830,P07339,R-HSA-9018519,0.006208936008624733,1,0,1
2110,174,498,P07357,R-HSA-166665,0.00034631069866009057,0,0,1
2111,174,498,P07357,R-HSA-166665,0.003705741954036057,1,0,1
2112,174,888,P07357,R-HSA-977606,0.00034631069866009057,0,0,1
2113,174,888,P07357,R-HSA-977606,0.003705741954036057,1,0,1
2114,175,498,P07358,R-HSA-166665,0.0005817152428789996,0,0,1
2115,175,498,P07358,R-HSA-166665,0.0062247179623227565,1,0,1
2116,175,888,P07358,R-HSA-977606,0.0005817152428789996,0,0,1
2117,175,888,P07358,R-HSA-977606,0.0062247179623227565,1,0,1
2118,176,911,P07359,R-HSA-140837,0.002519378956640139,0,0,1
2119,176,911,P07359,R-HSA-140837,0.005208333602058701,1,0,1
2120,176,1027,P07359,R-HSA-430116,0.002519378956640139,0,0,1
2121,176,1027,P07359,R-HSA-430116,0.005208333602058701,1,0,1
2122,176,1269,P07359,R-HSA-75892,0.002519378956640139,0,0,1
2123,176,1269,P07359,R-HSA-75892,0.005208333602058701,1,0,1
2124,176,802,P07359,R-HSA-8878171,0.002519378956640139,0,0,1
2125,176,802,P07359,R-HSA-8878171,0.005208333602058701,1,0,1
2126,176,869,P07359,R-HSA-9668250,0.002519378956640139,0,0,1
2127,176,869,P07359,R-HSA-9668250,0.005208333602058701,1,0,1
2128,177,498,P07360,R-HSA-166665,4.792641930180252e-05,0,0,1
2129,177,498,P07360,R-HSA-166665,0.0005128428529133089,1,0,1
2130,177,888,P07360,R-HSA-977606,4.792641930180252e-05,0,0,1
2131,177,888,P07360,R-HSA-977606,0.0005128428529133089,1,0,1
2132,178,1064,P07437,R-HSA-5620912,0.005149205587804318,0,0,1
2133,178,1064,P07437,R-HSA-5620912,0.0034811384975910187,1,0,1
2134,178,1085,P07437,R-HSA-6798695,0.005149205587804318,0,0,1
2135,178,1085,P07437,R-HSA-6798695,0.0034811384975910187,1,0,1
2136,178,749,P07437,R-HSA-68877,0.005149205587804318,0,0,1
2137,178,749,P07437,R-HSA-68877,0.0034811384975910187,1,0,1
2138,178,753,P07437,R-HSA-69275,0.005149205587804318,0,0,1
2139,178,753,P07437,R-HSA-69275,0.0034811384975910187,1,0,1
2140,178,873,P07437,R-HSA-9679191,0.005149205587804318,0,0,1
2141,178,873,P07437,R-HSA-9679191,0.0034811384975910187,1,0,1
2142,179,1189,P07451,R-HSA-1475029,0.0006031549826730042,0,0,1
2143,179,1189,P07451,R-HSA-1475029,4.963151295669377e-05,1,0,1
2144,180,924,P07477,R-HSA-1592389,0.0007604505284689367,0,0,1
2145,180,924,P07477,R-HSA-1592389,0.0007314749818760902,1,0,1
2146,180,525,P07477,R-HSA-196741,0.0007604505284689367,0,0,1
2147,180,525,P07477,R-HSA-196741,0.0007314749818760902,1,0,1
2148,181,914,P07478,R-HSA-1442490,0.0007928011007606983,0,0,1
2149,181,914,P07478,R-HSA-1442490,0.001950034126639366,1,0,1
2150,181,474,P07478,R-HSA-1461973,0.0007928011007606983,0,0,1
2151,181,474,P07478,R-HSA-1461973,0.001950034126639366,1,0,1
2152,181,924,P07478,R-HSA-1592389,0.0007928011007606983,0,0,1
2153,181,924,P07478,R-HSA-1592389,0.001950034126639366,1,0,1
2154,181,1085,P07478,R-HSA-6798695,0.0007928011007606983,0,0,1
2155,181,1085,P07478,R-HSA-6798695,0.001950034126639366,1,0,1
2156,182,453,P07602,R-HSA-114608,0.01773412278853357,0,0,1
2157,182,453,P07602,R-HSA-114608,0.007192844338715076,1,0,1
2158,182,495,P07602,R-HSA-1660662,0.01773412278853357,0,0,1
2159,182,495,P07602,R-HSA-1660662,0.007192844338715076,1,0,1
2160,182,609,P07602,R-HSA-373076,0.01773412278853357,0,0,1
2161,182,609,P07602,R-HSA-373076,0.007192844338715076,1,0,1
2162,182,637,P07602,R-HSA-418594,0.01773412278853357,0,0,1
2163,182,637,P07602,R-HSA-418594,0.007192844338715076,1,0,1
2164,182,1085,P07602,R-HSA-6798695,0.01773412278853357,0,0,1
2165,182,1085,P07602,R-HSA-6798695,0.007192844338715076,1,0,1
2166,183,453,P07737,R-HSA-114608,0.00020541551493806763,0,0,1
2167,183,453,P07737,R-HSA-114608,0.0001850514301622752,1,0,1
2168,183,523,P07737,R-HSA-195258,0.00020541551493806763,0,0,1
2169,183,523,P07737,R-HSA-195258,0.0001850514301622752,1,0,1
2170,183,615,P07737,R-HSA-376176,0.00020541551493806763,0,0,1
2171,183,615,P07737,R-HSA-376176,0.0001850514301622752,1,0,1
2172,183,634,P07737,R-HSA-4086400,0.00020541551493806763,0,0,1
2173,183,634,P07737,R-HSA-4086400,0.0001850514301622752,1,0,1
2174,184,914,P07858,R-HSA-1442490,0.027871681191027165,0,0,1
2175,184,914,P07858,R-HSA-1442490,0.058873749896883966,1,0,1
2176,184,499,P07858,R-HSA-1679131,0.027871681191027165,0,0,1
2177,184,499,P07858,R-HSA-1679131,0.058873749896883966,1,0,1
2178,184,972,P07858,R-HSA-2132295,0.027871681191027165,0,0,1
2179,184,972,P07858,R-HSA-2132295,0.058873749896883966,1,0,1
2180,184,1085,P07858,R-HSA-6798695,0.027871681191027165,0,0,1
2181,184,1085,P07858,R-HSA-6798695,0.058873749896883966,1,0,1
2182,185,475,P07900,R-HSA-1474151,0.033624929189682004,0,0,1
2183,185,475,P07900,R-HSA-1474151,0.002513248659670353,1,0,1
2184,185,506,P07900,R-HSA-168273,0.033624929189682004,0,0,1
2185,185,506,P07900,R-HSA-168273,0.002513248659670353,1,0,1
2186,185,540,P07900,R-HSA-2029482,0.033624929189682004,0,0,1
2187,185,540,P07900,R-HSA-2029482,0.002513248659670353,1,0,1
2188,185,964,P07900,R-HSA-203615,0.033624929189682004,0,0,1
2189,185,964,P07900,R-HSA-203615,0.002513248659670353,1,0,1
2190,185,993,P07900,R-HSA-3000484,0.033624929189682004,0,0,1
2191,185,993,P07900,R-HSA-3000484,0.002513248659670353,1,0,1
2192,185,1001,P07900,R-HSA-3371497,0.033624929189682004,0,0,1
2193,185,1001,P07900,R-HSA-3371497,0.002513248659670353,1,0,1
2194,185,601,P07900,R-HSA-3371511,0.033624929189682004,0,0,1
2195,185,601,P07900,R-HSA-3371511,0.002513248659670353,1,0,1
2196,185,602,P07900,R-HSA-3371571,0.033624929189682004,0,0,1
2197,185,602,P07900,R-HSA-3371571,0.002513248659670353,1,0,1
2198,185,612,P07900,R-HSA-373755,0.033624929189682004,0,0,1
2199,185,612,P07900,R-HSA-373755,0.002513248659670353,1,0,1
2200,185,649,P07900,R-HSA-4420097,0.033624929189682004,0,0,1
2201,185,649,P07900,R-HSA-4420097,0.002513248659670353,1,0,1
2202,185,671,P07900,R-HSA-5336415,0.033624929189682004,0,0,1
2203,185,671,P07900,R-HSA-5336415,0.002513248659670353,1,0,1
2204,185,1058,P07900,R-HSA-5601884,0.033624929189682004,0,0,1
2205,185,1058,P07900,R-HSA-5601884,0.002513248659670353,1,0,1
2206,185,1064,P07900,R-HSA-5620912,0.033624929189682004,0,0,1
2207,185,1064,P07900,R-HSA-5620912,0.002513248659670353,1,0,1
2208,185,698,P07900,R-HSA-5637812,0.033624929189682004,0,0,1
2209,185,698,P07900,R-HSA-5637812,0.002513248659670353,1,0,1
2210,185,699,P07900,R-HSA-5637815,0.033624929189682004,0,0,1
2211,185,699,P07900,R-HSA-5637815,0.002513248659670353,1,0,1
2212,185,708,P07900,R-HSA-5675482,0.033624929189682004,0,0,1
2213,185,708,P07900,R-HSA-5675482,0.002513248659670353,1,0,1
2214,185,731,P07900,R-HSA-6785807,0.033624929189682004,0,0,1
2215,185,731,P07900,R-HSA-6785807,0.002513248659670353,1,0,1
2216,185,1085,P07900,R-HSA-6798695,0.033624929189682004,0,0,1
2217,185,1085,P07900,R-HSA-6798695,0.002513248659670353,1,0,1
2218,185,749,P07900,R-HSA-68877,0.033624929189682004,0,0,1
2219,185,749,P07900,R-HSA-68877,0.002513248659670353,1,0,1
2220,185,753,P07900,R-HSA-69275,0.033624929189682004,0,0,1
2221,185,753,P07900,R-HSA-69275,0.002513248659670353,1,0,1
2222,185,792,P07900,R-HSA-8863795,0.033624929189682004,0,0,1
2223,185,792,P07900,R-HSA-8863795,0.002513248659670353,1,0,1
2224,185,826,P07900,R-HSA-9009391,0.033624929189682004,0,0,1
2225,185,826,P07900,R-HSA-9009391,0.002513248659670353,1,0,1
2226,185,827,P07900,R-HSA-9012999,0.033624929189682004,0,0,1
2227,185,827,P07900,R-HSA-9012999,0.002513248659670353,1,0,1
2228,185,830,P07900,R-HSA-9018519,0.033624929189682004,0,0,1
2229,185,830,P07900,R-HSA-9018519,0.002513248659670353,1,0,1
2230,185,1278,P07900,R-HSA-9613829,0.033624929189682004,0,0,1
2231,185,1278,P07900,R-HSA-9613829,0.002513248659670353,1,0,1
2232,185,849,P07900,R-HSA-9634285,0.033624929189682004,0,0,1
2233,185,849,P07900,R-HSA-9634285,0.002513248659670353,1,0,1
2234,185,852,P07900,R-HSA-9646399,0.033624929189682004,0,0,1
2235,185,852,P07900,R-HSA-9646399,0.002513248659670353,1,0,1
2236,185,853,P07900,R-HSA-9652282,0.033624929189682004,0,0,1
2237,185,853,P07900,R-HSA-9652282,0.002513248659670353,1,0,1
2238,185,864,P07900,R-HSA-9664565,0.033624929189682004,0,0,1
2239,185,864,P07900,R-HSA-9664565,0.002513248659670353,1,0,1
2240,185,865,P07900,R-HSA-9665230,0.033624929189682004,0,0,1
2241,185,865,P07900,R-HSA-9665230,0.002513248659670353,1,0,1
2242,185,866,P07900,R-HSA-9665348,0.033624929189682004,0,0,1
2243,185,866,P07900,R-HSA-9665348,0.002513248659670353,1,0,1
2244,185,867,P07900,R-HSA-9665686,0.033624929189682004,0,0,1
2245,185,867,P07900,R-HSA-9665686,0.002513248659670353,1,0,1
2246,185,868,P07900,R-HSA-9665737,0.033624929189682004,0,0,1
2247,185,868,P07900,R-HSA-9665737,0.002513248659670353,1,0,1
2248,185,873,P07900,R-HSA-9679191,0.033624929189682004,0,0,1
2249,185,873,P07900,R-HSA-9679191,0.002513248659670353,1,0,1
2250,185,875,P07900,R-HSA-9694516,0.033624929189682004,0,0,1
2251,185,875,P07900,R-HSA-9694516,0.002513248659670353,1,0,1
2252,186,769,P07954,R-HSA-71403,0.0,0,0,1
2253,186,769,P07954,R-HSA-71403,0.0,1,0,1
2254,187,1250,P07988,R-HSA-5683826,0.017254525423049928,0,0,1
2255,187,1250,P07988,R-HSA-5683826,0.008909296058118344,1,0,1
2256,187,715,P07988,R-HSA-5688031,0.017254525423049928,0,0,1
2257,187,715,P07988,R-HSA-5688031,0.008909296058118344,1,0,1
2258,187,716,P07988,R-HSA-5688849,0.017254525423049928,0,0,1
2259,187,716,P07988,R-HSA-5688849,0.008909296058118344,1,0,1
2260,187,717,P07988,R-HSA-5688890,0.017254525423049928,0,0,1
2261,187,717,P07988,R-HSA-5688890,0.008909296058118344,1,0,1
2262,188,453,P07996,R-HSA-114608,0.0078012713580392305,0,0,1
2263,188,453,P07996,R-HSA-114608,0.0034349050489254295,1,0,1
2264,188,945,P07996,R-HSA-186797,0.0078012713580392305,0,0,1
2265,188,945,P07996,R-HSA-186797,0.0034349050489254295,1,0,1
2266,188,1213,P07996,R-HSA-216083,0.0078012713580392305,0,0,1
2267,188,1213,P07996,R-HSA-216083,0.0034349050489254295,1,0,1
2268,188,989,P07996,R-HSA-3000170,0.0078012713580392305,0,0,1
2269,188,989,P07996,R-HSA-3000170,0.0034349050489254295,1,0,1
2270,188,630,P07996,R-HSA-3906995,0.0078012713580392305,0,0,1
2271,188,630,P07996,R-HSA-3906995,0.0034349050489254295,1,0,1
2272,188,666,P07996,R-HSA-5173214,0.0078012713580392305,0,0,1
2273,188,666,P07996,R-HSA-5173214,0.0034349050489254295,1,0,1
2274,188,802,P07996,R-HSA-8878171,0.0078012713580392305,0,0,1
2275,188,802,P07996,R-HSA-8878171,0.0034349050489254295,1,0,1
2276,189,1278,P07998,R-HSA-9613829,0.007993013761006296,0,0,1
2277,189,1278,P07998,R-HSA-9613829,0.0015769261866807938,1,0,1
2278,189,1279,P07998,R-HSA-9615710,0.007993013761006296,0,0,1
